Full Name,Merrill Lynch Option Volatility Estimate MOVE Index
Series Name,
Series ID,BBG-BBG-MOVE_Index
Path,
Frequency,일
Unit,US dollar
Preprocess,
가중치,
1991-01-25,106.29
1991-01-24,106.95
1991-01-23,113.74
1991-01-22,112.25
1991-01-21,115.58
1991-01-18,123.29
1991-01-17,125.55
1991-01-16,134.24
1991-01-15,141.77
1991-01-14,141.16
1991-01-11,136.97
1991-01-10,135.98
1991-01-09,135.25
1991-01-08,135.1
1991-01-07,129.68
1991-01-04,119.65
1991-01-03,120.17
1991-01-02,119.35
1991-01-01,116.37
1990-12-31,116.37
1990-12-28,122.6
1990-12-27,112.18
1990-12-26,112.62
1990-12-25,110.22
1990-12-24,110.22
1990-12-21,106.19
1990-12-20,102.44
1990-12-19,102.76
1990-12-18,101.89
1990-12-17,101.59
1990-12-14,100.18
1990-12-13,99.01
1990-12-12,98.93
1990-12-11,100.89
1990-12-10,98.12
1990-12-07,93.95
1990-12-06,97.12
1990-12-05,92.56
1990-12-04,94.43
1990-12-03,93.48
1990-11-30,95.82
1990-11-29,96.78
1990-11-28,96.26
1990-11-27,95.97
1990-11-26,95.97
1990-11-23,96.04
1990-11-22,95.81
1990-11-21,95.81
1990-11-20,94.76
1990-11-19,97.25
1990-11-16,100.4
1990-11-15,99.11
1990-11-14,99.83
1990-11-13,100.7
1990-11-12,104.04
1990-11-09,104.04
1990-11-08,105.9
1990-11-07,104.07
1990-11-06,103.38
1990-11-05,103.48
1990-11-02,105.75
1990-11-01,109.23
1990-10-31,109.46
1990-10-30,111.82
1990-10-29,112.38
1990-10-26,111.86
1990-10-25,111.09
1990-10-24,109.88
1990-10-23,113.59
1990-10-22,112.45
1990-10-19,114.39
1990-10-18,113.74
1990-10-17,115.7
1990-10-16,118.03
1990-10-15,118.93
1990-10-12,122.87
1990-10-11,122.68
1990-10-10,123.38
1990-10-09,118.21
1990-10-08,114.08
1990-10-05,114.08
1990-10-04,113.18
1990-10-03,113.28
1990-10-02,112.4
1990-10-01,113.85
1990-09-28,113.06
1990-09-27,115.68
1990-09-26,113.29
1990-09-25,114.68
1990-09-24,117.05
1990-09-21,112.28
1990-09-20,107.38
1990-09-19,109.35
1990-09-18,110.2
1990-09-17,111.24
1990-09-14,108.06
1990-09-13,109.07
1990-09-12,109.53
1990-09-11,109.67
1990-09-10,112.12
1990-09-07,112.56
1990-09-06,113.34
1990-09-05,114.04
1990-09-04,113.4
1990-09-03,115.73
1990-08-31,115.73
1990-08-30,117.86
1990-08-29,116.09
1990-08-28,117.57
1990-08-27,122.49
1990-08-24,136.22
1990-08-23,133.35
1990-08-22,126.67
1990-08-21,125.43
1990-08-20,123.46
1990-08-17,122.51
1990-08-16,120.45
1990-08-15,115.87
1990-08-14,118.91
1990-08-13,119.12
1990-08-10,114.75
1990-08-09,114.46
1990-08-08,115.36
1990-08-07,115.47
1990-08-06,114.46
1990-08-03,111.95
1990-08-02,109.04
1990-08-01,103.74
1990-07-31,99.29
1990-07-30,97.51
1990-07-27,98.12
1990-07-26,97.05
1990-07-25,99.07
1990-07-24,100.44
1990-07-23,99.72
1990-07-20,95.13
1990-07-19,94.16
1990-07-18,95.95
1990-07-17,94.14
1990-07-16,95.95
1990-07-13,97.45
1990-07-12,100.4
1990-07-11,96.94
1990-07-10,97.83
1990-07-09,98.56
1990-07-06,97.03
1990-07-05,100.97
1990-07-04,96.49
1990-07-03,96.49
1990-07-02,99.7
1990-06-29,96.98
1990-06-28,94.55
1990-06-27,92.74
1990-06-26,91.79
1990-06-25,92.06
1990-06-22,91.53
1990-06-21,92.67
1990-06-20,90.84
1990-06-19,94.9
1990-06-18,94.28
1990-06-15,94.28
1990-06-14,95.23
1990-06-13,97.84
1990-06-12,96.26
1990-06-11,95.2
1990-06-08,91.83
1990-06-07,96.24
1990-06-06,96.01
1990-06-05,92.72
1990-06-04,93.49
1990-06-01,97.12
1990-05-31,94.7
1990-05-30,94.45
1990-05-29,92.77
1990-05-28,93.62
1990-05-25,93.62
1990-05-24,94
1990-05-23,95.14
1990-05-22,95.16
1990-05-21,94.82
1990-05-18,100.61
1990-05-17,101.79
1990-05-16,104.42
1990-05-15,107.45
1990-05-14,107.87
1990-05-11,105.45
1990-05-10,107.67
1990-05-09,109.61
1990-05-08,105.61
1990-05-07,104.55
1990-05-04,108.46
1990-05-03,106.81
1990-05-02,106.92
1990-05-01,106.19
1990-04-30,104.63
1990-04-27,106.59
1990-04-26,109.41
1990-04-25,104.23
1990-04-24,105.36
1990-04-23,106.32
1990-04-20,102.13
1990-04-19,101.37
1990-04-18,101.29
1990-04-17,99.94
1990-04-16,99.05
1990-04-13,98.78
1990-04-12,98.78
1990-04-11,99.17
1990-04-10,100.48
1990-04-09,98.98
1990-04-06,100.77
1990-04-05,103.72
1990-04-04,107.26
1990-04-03,100.64
1990-04-02,104.48
1990-03-30,103.89
1990-03-29,102.21
1990-03-28,98.67
1990-03-27,103.5
1990-03-26,105.56
1990-03-23,105.88
1990-03-22,106.6
1990-03-21,101.37
1990-03-20,103.03
1990-03-19,103.04
1990-03-16,101.57
1990-03-15,103.56
1990-03-14,107.1
1990-03-13,109.46
1990-03-12,105.3
1990-03-09,106.44
1990-03-08,107.16
1990-03-07,106.23
1990-03-06,106.34
1990-03-05,106.45
1990-03-02,106.51
1990-03-01,108.82
1990-02-28,105.72
1990-02-27,107.3
1990-02-26,111.62
1990-02-23,107.16
1990-02-22,110.03
1990-02-21,110.89
1990-02-20,109
1990-02-19,94.63
1990-02-16,94.63
1990-02-15,100.59
1990-02-14,102.26
1990-02-13,106.11
1990-02-12,104.26
1990-02-09,105.65
1990-02-08,104.47
1990-02-07,107.67
1990-02-06,99.43
1990-02-05,98.51
1990-02-02,103.31
1990-02-01,105.39
1990-01-31,105.5
1990-01-30,112.71
1990-01-29,108.34
1990-01-26,110.08
1990-01-25,109.73
1990-01-24,109.14
1990-01-23,102.77
1990-01-22,101.65
1990-01-19,95.76
1990-01-18,101.9
1990-01-17,93.84
1990-01-16,95.37
1990-01-15,87.31
1990-01-12,87.31
1990-01-11,82.86
1990-01-10,84.53
1990-01-09,83.53
1990-01-08,86.91
1990-01-05,85.28
1990-01-04,95.09
1990-01-03,93.21
1990-01-02,91.73
1990-01-01,87.93
1989-12-29,87.93
1989-12-28,87.5
1989-12-27,84.91
1989-12-26,91.86
1989-12-25,67.67
1989-12-22,67.67
1989-12-21,68.95
1989-12-20,69.82
1989-12-19,70.12
1989-12-18,70.4
1989-12-15,70.25
1989-12-14,73.88
1989-12-13,73
1989-12-12,72.97
1989-12-11,72.16
1989-12-08,76.82
1989-12-07,77.02
1989-12-06,74.87
1989-12-05,74.07
1989-12-04,73.01
1989-12-01,74.6
1989-11-30,77.63
1989-11-29,79.33
1989-11-28,83.2
1989-11-27,88.51
1989-11-24,90.51
1989-11-23,90.07
1989-11-22,90.07
1989-11-21,88.12
1989-11-20,93.13
1989-11-17,95.85
1989-11-16,95.41
1989-11-15,98.22
1989-11-14,97.99
1989-11-13,97.69
1989-11-10,98.82
1989-11-09,100.65
1989-11-08,108.09
1989-11-07,109.77
1989-11-06,103.01
1989-11-03,99.96
1989-11-02,105.63
1989-11-01,108.72
1989-10-31,107.69
1989-10-30,115.07
1989-10-27,111.23
1989-10-26,108.8
1989-10-25,110.18
1989-10-24,117.89
1989-10-23,113.46
1989-10-20,119.35
1989-10-19,121.35
1989-10-18,128.66
1989-10-17,131.59
1989-10-16,140.03
1989-10-13,153.07
1989-10-12,118.46
1989-10-11,114.22
1989-10-10,115.1
1989-10-09,113.52
1989-10-06,113.52
1989-10-05,111.73
1989-10-04,111.51
1989-10-03,108.88
1989-10-02,109.02
1989-09-29,112.18
1989-09-28,113.89
1989-09-27,112.58
1989-09-26,114.25
1989-09-25,112.21
1989-09-22,110.81
1989-09-21,113.65
1989-09-20,112.61
1989-09-19,109.49
1989-09-18,114.22
1989-09-15,113.51
1989-09-14,121.75
1989-09-13,120.55
1989-09-12,114.79
1989-09-11,115.58
1989-09-08,114.39
1989-09-07,114.81
1989-09-06,116.11
1989-09-05,118.56
1989-09-04,119.59
1989-09-01,119.59
1989-08-31,123.47
1989-08-30,123.91
1989-08-29,126.14
1989-08-28,125.27
1989-08-25,124.19
1989-08-24,124.21
1989-08-23,124.14
1989-08-22,125.59
1989-08-21,126.01
1989-08-18,123.42
1989-08-17,127.04
1989-08-16,127.94
1989-08-15,128.63
1989-08-14,125.49
1989-08-11,125.47
1989-08-10,120.8
1989-08-09,118.63
1989-08-08,120.14
1989-08-07,119.65
1989-08-04,116.33
1989-08-03,120.54
1989-08-02,118.17
1989-08-01,120.87
1989-07-31,121.53
1989-07-28,106.47
1989-07-27,107.39
1989-07-26,108.62
1989-07-25,108.87
1989-07-24,109.62
1989-07-21,109.94
1989-07-20,109.71
1989-07-19,106.91
1989-07-18,111.92
1989-07-17,116.03
1989-07-14,115.23
1989-07-13,120.45
1989-07-12,122.18
1989-07-11,122.38
1989-07-10,120.57
1989-07-07,117.64
1989-07-06,119.73
1989-07-05,118.48
1989-07-04,117.11
1989-07-03,117.11
1989-06-30,119.59
1989-06-29,120.01
1989-06-28,116.17
1989-06-27,115.99
1989-06-26,112.28
1989-06-23,114.5
1989-06-22,113.82
1989-06-21,114.63
1989-06-20,113.29
1989-06-19,115.41
1989-06-16,122.17
1989-06-15,132.55
1989-06-14,134.67
1989-06-13,132.43
1989-06-12,133.96
1989-06-09,126.27
1989-06-08,128.42
1989-06-07,118.11
1989-06-06,112.04
1989-06-05,114.35
1989-06-02,112.17
1989-06-01,103.55
1989-05-31,105.17
1989-05-30,108.73
1989-05-29,102.62
1989-05-26,102.62
1989-05-25,103.54
1989-05-24,105.07
1989-05-23,108.64
1989-05-22,108.76
1989-05-19,99.94
1989-05-18,98.7
1989-05-17,108.42
1989-05-16,109.62
1989-05-15,108.59
1989-05-12,107.44
1989-05-11,111.11
1989-05-10,109.97
1989-05-09,106.3
1989-05-08,105.69
1989-05-05,110.37
1989-05-04,110.89
1989-05-03,112.72
1989-05-02,111.83
1989-05-01,109.09
1989-04-28,110.58
1989-04-27,113.26
1989-04-26,106.38
1989-04-25,106.64
1989-04-24,106.29
1989-04-21,108.04
1989-04-20,112.5
1989-04-19,105.17
1989-04-18,101.46
1989-04-17,103.17
1989-04-14,98.2
1989-04-13,104.04
1989-04-12,104.36
1989-04-11,105.85
1989-04-10,103.99
1989-04-07,101.61
1989-04-06,111.04
1989-04-05,110.11
1989-04-04,104.92
1989-04-03,104.46
1989-03-31,96.53
1989-03-30,95.93
1989-03-29,94.93
1989-03-28,97.33
1989-03-27,98.54
1989-03-24,98.41
1989-03-23,98.41
1989-03-22,100.19
1989-03-21,101.48
1989-03-20,108.6
1989-03-17,105.37
1989-03-16,95.23
1989-03-15,95.81
1989-03-14,100.13
1989-03-13,101.45
1989-03-10,98.42
1989-03-09,101.96
1989-03-08,101.97
1989-03-07,94.4
1989-03-06,97.53
1989-03-03,99.97
1989-03-02,103.48
1989-03-01,106.18
1989-02-28,104.7
1989-02-27,105.08
1989-02-24,103.6
1989-02-23,103.02
1989-02-22,102.58
1989-02-21,101.72
1989-02-20,101.44
1989-02-17,101.44
1989-02-16,111.47
1989-02-15,112.04
1989-02-14,111.34
1989-02-13,110.9
1989-02-10,108.66
1989-02-09,107.1
1989-02-08,104.8
1989-02-07,104.23
1989-02-06,104.67
1989-02-03,103.35
1989-02-02,107.6
1989-02-01,106.79
1989-01-31,106.06
1989-01-30,104.22
1989-01-27,102.78
1989-01-26,104.72
1989-01-25,102.55
1989-01-24,103.7
1989-01-23,102.51
1989-01-20,103.01
1989-01-19,108.5
1989-01-18,110.12
1989-01-17,107.15
1989-01-16,106.74
1989-01-13,106.74
1989-01-12,108.1
1989-01-11,104.07
1989-01-10,103.99
1989-01-09,106.77
1989-01-06,110.52
1989-01-05,116.58
1989-01-04,114.33
1989-01-03,113
1989-01-02,103.35
1988-12-30,103.35
1988-12-29,103.16
1988-12-28,105.72
1988-12-27,102.26
1988-12-26,97.93
1988-12-23,97.93
1988-12-22,98.11
1988-12-21,98.03
1988-12-20,99.42
1988-12-19,99.74
1988-12-16,99.72
1988-12-15,103.06
1988-12-14,106.69
1988-12-13,110.53
1988-12-12,110.88
1988-12-09,111.32
1988-12-08,111.2
1988-12-07,111.3
1988-12-06,105.81
1988-12-05,96.04
1988-12-02,95.93
1988-12-01,95.68
1988-11-30,93.15
1988-11-29,97.26
1988-11-28,98.23
1988-11-25,100.06
1988-11-24,96.93
1988-11-23,96.93
1988-11-22,102.06
1988-11-21,104.51
1988-11-18,107.51
1988-11-17,107.23
1988-11-16,104.18
1988-11-15,108.64
1988-11-14,109.2
1988-11-11,103.21
1988-11-10,103.21
1988-11-09,104.23
1988-11-08,104.06
1988-11-07,103.36
1988-11-04,100.17
1988-11-03,97.91
1988-11-02,98.59
1988-11-01,98.31
1988-10-31,97.87
1988-10-28,98.41
1988-10-27,98.25
1988-10-26,97.94
1988-10-25,99.69
1988-10-24,100.21
1988-10-21,104.44
1988-10-20,99.95
1988-10-19,99.05
1988-10-18,102.92
1988-10-17,98.94
1988-10-14,101.27
1988-10-13,101.54
1988-10-12,107.17
1988-10-11,105.98
1988-10-10,103.36
1988-10-07,103.36
1988-10-06,104.71
1988-10-05,105.37
1988-10-04,104.07
1988-10-03,104.48
1988-09-30,107.87
1988-09-29,104.1
1988-09-28,102.94
1988-09-27,104.82
1988-09-26,103.36
1988-09-23,105.47
1988-09-22,103.96
1988-09-21,106.21
1988-09-20,106.31
1988-09-19,109.13
1988-09-16,120.25
1988-09-15,120.11
1988-09-14,119.59
1988-09-13,120.16
1988-09-12,120.7
1988-09-09,120.14
1988-09-08,120.73
1988-09-07,121.3
1988-09-06,121.21
1988-09-05,121.22
1988-09-02,121.22
1988-09-01,124.5
1988-08-31,124.49
1988-08-30,124.82
1988-08-29,125.06
1988-08-26,126.23
1988-08-25,126.4
1988-08-24,125.57
1988-08-23,125.25
1988-08-22,126.18
1988-08-19,125.54
1988-08-18,125.62
1988-08-17,125.73
1988-08-16,125.83
1988-08-15,125.71
1988-08-12,125.65
1988-08-11,125.13
1988-08-10,125.05
1988-08-09,123.26
1988-08-08,122
1988-08-05,122.09
1988-08-04,120.36
1988-08-03,120.87
1988-08-02,120.34
1988-08-01,121.42
1988-07-29,121.98
1988-07-28,122.54
1988-07-27,122.33
1988-07-26,121.58
1988-07-25,121.48
1988-07-22,121.64
1988-07-21,122.26
1988-07-20,121.57
1988-07-19,121.42
1988-07-18,122.03
1988-07-15,121.02
1988-07-14,121.4
1988-07-13,121.35
1988-07-12,121.29
1988-07-11,120.43
1988-07-08,120.63
1988-07-07,119.19
1988-07-06,118.93
1988-07-05,117.51
1988-07-04,117.08
1988-07-01,117.08
1988-06-30,117.43
1988-06-29,117.89
1988-06-28,117.72
1988-06-27,119.16
1988-06-24,117.66
1988-06-23,120.62
1988-06-22,121.31
1988-06-21,117.09
1988-06-20,116.83
1988-06-17,116.09
1988-06-16,114.9
1988-06-15,107.68
1988-06-14,106.49
1988-06-13,108.23
1988-06-10,99.17
1988-06-09,99.14
1988-06-08,98.93
1988-06-07,100.05
1988-06-06,99.54
1988-06-03,99.43
1988-06-02,100.71
1988-06-01,99.7
1988-05-31,101.59
1988-05-30,102.4
1988-05-27,102.4
1988-05-26,103.06
1988-05-25,104.78
1988-05-24,110.64
1988-05-23,113.96
1988-05-20,121.24
1988-05-19,120.4
1988-05-18,120.71
1988-05-17,119.81
1988-05-16,118.45
1988-05-13,118.12
1988-05-12,118.89
1988-05-11,118.95
1988-05-10,119.15
1988-05-09,118.67
1988-05-06,118.35
1988-05-05,119.21
1988-05-04,120.05
1988-05-03,120.11
1988-05-02,117.75
1988-04-29,124.22
1988-04-28,124.54
1988-04-27,123.36
1988-04-26,123.09
1988-04-25,123.02
1988-04-22,123.01
1988-04-21,123.66
1988-04-20,129.23
1988-04-19,128.49
1988-04-18,130.81
1988-04-15,121.04
1988-04-14,120.12
1988-04-13,118.43
1988-04-12,118.76
1988-04-11,119.18
1988-04-08,118
1988-04-07,119.62
1988-04-06,124.32
1988-04-05,124.42
1988-04-04,128.34

